Date,City,AQI,PM2.5,PM10,Ozone,NO2,CO,SO2,Temperature,Humidity
2024-09-23,Phoenix,117,26.22,51.52,73.78,52.08,2.772,19.2,-2.1,79.7
2024-01-08,San Antonio,104,28.18,49.33,62.4,40.54,2.03,9.85,11.2,75.4
2023-07-07,Jacksonville,101,19.06,49.88,41.69,39.02,2.061,10.25,8.1,48.9
2024-11-12,Philadelphia,102,22.74,59.86,53.98,41.72,1.868,16.85,3.1,75.0
2023-11-29,San Diego,103,18.44,47.32,54.46,39.79,1.895,18.31,7.4,65.2
2024-05-14,New York,122,23.53,60.45,92.13,49.38,2.319,15.03,29.6,37.0
2023-03-08,San Diego,149,24.63,50.01,101.99,37.18,1.788,11.05,35.9,20.3
2023-04-26,Philadelphia,125,30.74,67.43,74.73,47.7,2.252,14.49,26.3,28.1
2024-05-05,San Diego,98,21.46,51.64,69.11,38.15,1.062,10.96,19.5,52.5
2023-06-24,Phoenix,150,411.28,80.37,64.84,54.9,2.315,17.99,13.2,52.9
2023-12-23,San Jose,96,21.26,36.14,61.33,34.15,1.425,13.39,6.6,79.1
2024-08-11,Chicago,120,27.27,54.59,54.14,47.54,3.073,19.51,0.4,75.7
2024-06-04,Los Angeles,160,36.25,82.52,73.28,58.35,2.965,16.08,18.3,
2024-02-20,Columbus,106,26.73,55.01,68.3,39.78,1.805,12.98,26.2,34.0
2023-04-20,Philadelphia,140,33.94,68.98,103.2,42.69,2.346,12.74,38.7,33.4
2024-07-23,Austin,,18.17,38.32,49.11,33.37,1.935,13.09,7.2,80.3
2023-03-14,Fort Worth,119,30.28,62.05,66.62,34.8,1.953,14.67,22.5,35.0
2023-11-06,Dallas,119,,65.63,56.39,43.07,2.283,21.32,3.9,79.8
2024-04-17,San Antonio,91,21.45,51.93,49.95,41.93,2.106,16.84,19.9,48.6
2024-08-27,San Antonio,75,16.2,28.45,52.66,43.52,2.052,12.06,5.6,89.0
2023-09-02,San Jose,122,26.76,49.95,40.2,42.79,1.545,9.37,1.6,96.2
2023-09-07,Dallas,108,28.02,54.92,51.17,43.39,2.18,19.33,5.0,89.5
2023-06-12,San Diego,104,20.65,54.04,51.1,38.9,1.475,14.38,14.0,58.8
2024-01-29,Los Angeles,159,39.74,84.51,58.61,59.76,3.012,17.33,15.5,69.5
2023-12-15,Houston,118,31.09,63.24,75.35,50.52,,,19.5,59.8
2024-12-11,San Jose,,21.01,49.87,55.6,34.38,2.088,13.48,8.2,70.4
2024-03-17,Fort Worth,96,24.34,52.83,70.67,52.39,2.573,15.39,23.3,34.4
2024-03-21,San Jose,120,27.94,57.3,96.39,34.65,1.615,,32.9,26.3
2023-12-17,Dallas,116,27.68,60.72,82.88,41.5,2.518,11.38,8.7,86.7
2024-12-11,Houston,136,30.97,60.95,72.36,52.41,2.786,16.35,5.9,65.9
2023-06-27,Austin,94,21.94,38.86,49.28,41.54,1.883,9.08,18.7,54.0
2024-11-16,Los Angeles,106,27.17,63.6,63.98,50.92,2.601,21.82,13.7,85.7
2024-12-29,San Jose,124,26.77,62.51,62.9,39.08,,12.11,20.8,49.6
2024-05-13,Los Angeles,157,32.23,83.52,84.79,50.38,3.233,21.89,22.6,28.0
2024-08-29,San Jose,80,15.81,42.72,32.75,31.68,1.975,14.31,1.6,75.6
2024-04-19,Philadelphia,140,31.85,81.96,68.4,47.25,2.317,15.44,27.3,34.3
2024-07-22,Los Angeles,144,33.09,66.67,56.08,48.82,2.324,17.6,-3.5,78.7
2024-03-31,Chicago,128,28.98,71.84,71.58,42.43,1.862,17.95,,40.2
2023-11-12,San Antonio,92,,44.26,58.11,46.63,2.181,15.19,1.0,87.6
2023-03-13,San Jose,87,21.77,56.04,80.67,35.29,1.443,18.03,26.7,37.4
2023-04-22,Austin,108,23.81,55.36,79.64,38.48,2.053,10.04,34.6,29.2
2024-09-02,Fort Worth,109,27.27,55.23,69.36,34.55,1.8,21.07,-0.3,83.9
2024-01-24,Philadelphia,113,23.85,52.35,59.08,42.91,2.18,13.03,20.6,44.8
2024-05-21,Austin,93,21.5,42.89,66.31,43.63,1.328,14.34,23.7,45.0
2024-11-07,New York,87,,44.99,56.03,39.19,,15.88,8.0,73.5
2023-04-03,Houston,,37.48,83.16,89.16,56.12,2.553,18.15,30.3,38.5
2023-05-23,Charlotte,125,29.26,62.54,73.53,49.18,1.779,18.46,24.4,47.2
2024-08-17,Charlotte,93,21.04,40.35,51.72,41.77,1.725,16.85,7.5,74.0
2024-10-13,Fort Worth,98,21.6,52.79,54.07,36.9,1.41,15.0,0.7,95.0
2023-01-01,Fort Worth,124,25.98,62.7,62.19,48.05,2.834,12.55,5.3,74.7
2023-05-31,Austin,,28.1,60.49,82.39,41.33,2.144,15.66,26.1,48.6
2023-06-02,San Diego,69,15.72,28.67,68.79,33.9,1.823,16.04,23.4,50.7
2024-06-28,Phoenix,139,34.52,79.14,56.63,41.95,2.346,24.53,6.9,53.9
2024-02-04,San Jose,108,27.06,46.82,68.55,34.22,1.928,11.85,24.4,51.1
2024-08-14,San Diego,103,20.55,45.83,40.45,42.98,1.592,9.31,10.7,79.4
2023-07-20,Houston,139,32.38,72.06,71.05,51.57,3.07,15.8,4.1,74.4
2024-11-28,Charlotte,110,24.77,54.37,46.31,39.42,1.674,11.84,8.1,84.3
2023-11-21,Phoenix,,27.47,58.15,57.37,53.83,2.398,16.21,17.7,62.7
2024-08-06,Fort Worth,82,20.45,36.34,46.67,42.84,2.101,21.84,5.1,80.8
2024-11-26,Phoenix,121,32.68,64.37,62.53,31.03,2.332,12.21,7.2,82.5
2024-03-21,Jacksonville,121,29.71,64.44,81.71,35.63,1.823,13.5,31.2,43.0
2023-12-19,Los Angeles,152,35.06,76.56,,47.59,3.257,18.51,12.9,86.7
2024-08-19,New York,106,26.71,50.27,52.55,50.69,2.385,14.06,6.5,80.7
2024-09-18,Dallas,87,21.82,45.05,55.23,44.53,1.942,9.97,-3.5,73.8
2024-02-18,Columbus,139,30.64,66.57,75.37,34.51,1.445,15.7,30.5,31.3
2023-05-11,Columbus,102,26.93,59.09,63.32,36.59,1.712,14.77,21.9,40.1
2023-10-29,New York,97,23.21,50.48,60.09,36.03,1.886,14.12,-1.2,83.5
2024-01-14,Charlotte,111,24.01,54.1,58.73,36.93,1.61,19.9,20.1,45.1
2024-07-16,New York,112,25.3,63.46,59.83,34.23,2.068,18.83,8.9,64.1
2023-01-01,Jacksonville,95,,56.98,58.97,48.13,1.785,20.36,21.7,56.3
2024-07-27,Columbus,99,19.98,41.63,63.89,40.1,2.077,14.94,8.7,75.8
2024-01-03,Los Angeles,149,33.24,62.38,68.04,49.87,3.242,9.72,13.1,54.6
2023-10-16,Columbus,101,26.28,51.77,47.63,41.74,,15.4,-5.6,90.6
2023-02-01,Houston,127,30.49,62.7,93.96,49.02,2.589,20.08,30.5,41.3
2024-03-18,Jacksonville,130,28.41,61.15,65.53,37.09,1.796,14.84,25.3,32.6
2024-08-27,San Antonio,115,26.17,54.57,48.97,36.47,2.117,20.42,1.2,94.2
2024-10-02,Philadelphia,106,26.39,52.44,62.91,51.29,2.089,16.12,-5.1,90.6
2024-12-29,San Antonio,111,26.44,51.83,62.67,36.64,2.105,7.54,7.1,60.0
2024-02-20,San Antonio,97,24.85,60.82,62.23,47.71,2.213,11.54,21.5,50.5
2024-03-21,Dallas,146,31.98,77.43,80.92,41.54,2.508,15.95,31.6,43.2
2024-03-16,Fort Worth,151,33.42,72.15,85.74,47.17,2.047,15.73,28.5,64.0
2023-08-05,Austin,62,17.74,29.32,55.25,39.08,1.591,13.82,14.2,85.6
2023-06-27,San Diego,103,20.79,47.93,49.99,47.34,1.423,18.8,23.4,46.9
2023-05-23,Houston,125,28.82,67.44,61.8,50.24,2.709,20.33,19.6,51.4
2024-07-22,San Antonio,107,24.19,54.18,51.19,45.8,2.494,9.57,12.2,56.8
2024-01-04,Columbus,97,22.63,47.31,63.07,39.67,2.308,16.65,21.9,56.2
2024-03-03,Chicago,123,28.02,63.65,96.73,47.36,1.867,16.81,31.0,30.9
2023-10-23,Columbus,80,19.63,46.51,49.74,48.32,1.971,10.97,-4.3,95.7
2024-11-17,Chicago,82,23.55,54.12,62.75,37.44,2.716,11.41,8.6,76.2
2023-05-18,New York,117,30.73,68.96,58.36,44.42,2.13,12.22,22.3,39.1
2023-03-15,Austin,100,25.8,55.47,71.64,33.95,1.974,6.67,29.2,50.8
2023-01-17,Chicago,115,27.99,49.81,70.24,50.02,2.285,16.24,18.3,45.9
2024-05-13,Austin,130,27.31,53.78,57.54,31.25,1.828,17.11,,27.9
2024-03-23,Chicago,142,30.0,70.53,107.46,54.36,2.039,14.21,40.7,37.5
2023-03-28,Chicago,140,28.11,71.44,96.92,48.18,2.058,11.31,36.2,44.7
2024-10-19,Fort Worth,105,25.01,53.59,59.12,44.91,2.196,16.4,10.9,82.7
2024-03-01,Columbus,135,29.27,74.86,63.16,38.82,2.357,12.95,24.4,36.7
2024-04-11,Charlotte,134,25.15,52.68,93.07,43.39,2.029,15.33,30.8,33.6
2024-12-13,San Jose,105,21.95,42.47,59.75,38.53,1.839,9.06,24.0,63.3
2024-03-11,San Jose,115,,61.83,83.54,34.83,1.257,18.36,30.1,45.9
2023-07-04,San Diego,118,24.07,48.07,58.66,43.07,2.022,8.83,9.8,62.6
2024-06-05,San Antonio,108,29.49,64.63,57.66,44.74,1.348,12.1,23.5,56.9
2024-07-19,Columbus,95,16.85,43.4,74.82,48.21,1.94,13.91,19.8,64.8
2024-04-05,San Antonio,118,22.14,62.1,88.09,37.36,2.301,17.92,24.8,27.9
2023-12-30,Houston,121,29.12,64.25,86.07,48.83,2.958,20.17,,53.0
2023-07-10,San Antonio,81,18.88,35.72,49.2,42.93,2.507,16.65,12.4,56.9
2024-09-11,New York,94,20.76,46.19,68.1,37.97,2.322,20.25,2.7,77.2
2024-08-14,San Diego,76,17.73,36.51,51.74,33.37,2.159,3.34,12.0,75.5
2023-08-31,Jacksonville,96,20.47,39.83,41.15,40.8,1.943,11.31,4.8,93.9
2024-05-28,Phoenix,135,28.34,64.05,68.05,40.03,2.734,15.3,18.7,44.2
2024-02-25,Charlotte,126,32.73,68.61,66.89,44.48,1.482,10.87,19.4,38.7
2024-08-08,Jacksonville,96,21.29,47.24,66.89,28.14,,16.34,4.8,72.7
2024-07-13,San Jose,,21.11,43.03,58.22,39.21,1.727,16.23,7.3,70.4
2024-01-11,New York,127,32.12,64.75,,48.49,2.609,14.23,16.2,58.1
2023-02-08,San Jose,126,29.59,59.05,70.83,25.28,1.327,17.08,32.7,32.0
2024-05-09,Jacksonville,100,25.05,58.96,82.45,37.72,1.831,15.07,32.1,53.5
2024-01-13,Los Angeles,149,37.01,77.42,69.96,45.15,2.773,14.85,7.0,55.4
2024-08-17,San Diego,64,18.9,36.35,34.05,34.74,1.628,16.77,13.6,81.7
2024-12-08,Los Angeles,134,31.41,73.46,78.93,48.03,2.752,17.32,6.6,56.0
2023-05-26,Jacksonville,108,27.12,60.47,67.78,32.09,1.454,13.13,13.4,56.2
2024-06-23,Columbus,122,29.19,62.74,66.61,45.35,1.849,17.74,16.5,82.5
2023-10-14,San Diego,92,21.6,48.7,56.2,31.65,1.738,5.23,-2.8,76.6
2024-06-13,Los Angeles,148,34.87,77.75,79.93,58.63,2.894,21.03,20.8,63.6
2024-06-19,Charlotte,93,,54.27,56.8,43.8,2.403,15.5,26.7,45.4
2024-09-16,Los Angeles,130,30.43,64.8,66.36,50.92,2.446,18.91,2.9,89.1
2023-09-09,San Diego,71,17.14,27.84,50.34,37.18,1.183,6.29,-5.0,94.1
2024-10-07,Jacksonville,81,21.41,48.54,59.85,39.83,1.837,14.88,-0.2,87.0
2024-11-10,Austin,,19.68,41.67,50.3,36.49,1.523,11.34,-6.7,85.7
2023-03-21,Austin,122,29.48,60.96,71.01,39.23,2.26,12.14,25.9,39.6
2024-10-10,Dallas,79,20.23,42.73,51.38,51.14,2.301,13.6,1.1,63.8
2024-08-16,Phoenix,114,28.88,64.14,52.68,57.61,2.49,19.45,9.5,66.5
2024-09-19,New York,110,21.07,51.23,45.99,47.39,2.286,19.9,-6.9,73.4
2023-12-18,Dallas,93,23.15,49.48,57.44,39.06,2.199,18.07,10.6,72.2
2023-01-12,San Diego,116,28.49,61.36,58.31,36.43,1.753,11.04,19.2,67.3
2024-04-09,Dallas,152,28.2,71.82,100.51,46.96,2.575,12.72,33.9,15.4
2024-04-25,San Jose,95,22.06,49.36,74.24,34.79,1.954,18.88,26.7,27.3
2023-12-06,San Antonio,83,19.68,34.34,66.27,37.87,2.197,10.73,12.6,45.5
2023-12-28,Fort Worth,115,27.01,57.29,75.89,47.78,2.541,15.68,14.0,58.6
2023-10-29,Phoenix,117,25.1,54.15,45.51,52.07,2.361,15.98,4.3,93.8
2023-06-21,New York,128,26.54,61.53,70.89,45.06,2.143,14.9,26.1,43.4
2024-12-12,Charlotte,95,22.77,46.76,63.98,43.31,1.618,12.13,11.6,74.4
2024-09-03,Jacksonville,83,17.97,37.27,60.19,44.93,1.981,12.24,7.1,88.3
2023-11-08,Jacksonville,94,18.37,32.65,67.27,42.02,1.898,19.41,3.0,75.7
2024-07-31,Phoenix,99,23.05,38.54,71.49,47.77,2.293,11.91,4.0,67.9
2023-03-04,Austin,114,22.92,40.4,84.72,40.09,1.559,21.02,33.9,34.8
2024-04-29,San Jose,93,23.22,56.16,,36.63,1.407,9.55,18.0,36.9
2023-06-23,San Jose,105,23.36,49.53,48.8,35.74,1.51,18.45,21.7,56.7
2023-02-22,Austin,107,27.05,58.17,57.63,41.78,2.267,16.33,16.1,35.2
2023-10-26,Fort Worth,100,24.15,43.99,51.09,35.02,2.123,14.8,-0.4,90.5
2024-10-01,New York,86,22.79,50.13,46.08,44.96,2.715,16.39,3.1,88.2
2023-10-21,San Diego,81,16.83,44.36,43.88,40.92,,11.7,-8.0,90.6
2023-03-26,Chicago,153,28.14,60.92,111.8,47.69,2.24,19.48,,20.6
2024-06-01,Los Angeles,136,35.86,84.72,64.45,49.94,2.733,12.79,23.2,48.4
2023-10-12,Phoenix,82,20.06,47.47,57.91,43.88,2.213,17.03,-3.9,89.0
2023-05-16,San Jose,83,22.0,43.16,58.51,33.45,,12.97,24.7,43.8
2023-10-15,Phoenix,108,28.46,61.62,57.06,61.46,3.512,11.9,2.5,90.7
2023-09-21,New York,92,24.15,57.15,61.4,42.57,1.988,18.18,5.8,90.3
2023-04-25,San Jose,97,,47.32,69.19,35.72,1.665,15.97,27.1,33.5
2023-06-28,Charlotte,76,18.66,40.17,58.95,35.77,2.208,12.64,9.0,59.3
2024-08-28,Jacksonville,111,27.06,59.2,,43.65,2.038,11.62,1.9,86.0
2023-06-04,Austin,113,26.51,48.96,47.98,37.82,1.817,7.55,12.9,55.2
2024-04-02,Philadelphia,138,33.98,78.58,84.72,46.59,2.091,16.99,32.4,41.8
2023-06-29,Phoenix,135,31.91,69.69,65.12,52.55,2.532,16.91,13.6,48.6
2024-12-18,Houston,137,34.87,77.93,69.29,58.28,2.922,16.12,14.2,78.3
2024-05-11,Chicago,138,29.37,66.47,114.15,,2.891,22.91,35.0,24.0
2024-06-24,Columbus,102,24.65,50.49,56.06,40.02,1.317,18.27,14.5,67.0
2023-02-03,Philadelphia,132,28.7,70.11,104.08,33.88,2.384,10.94,32.6,37.8
2023-03-28,Chicago,147,32.88,69.52,71.33,49.41,2.205,20.26,19.6,
2024-09-01,Charlotte,100,22.6,44.5,54.46,35.59,1.928,19.6,4.5,97.3
2023-06-07,Columbus,102,26.37,51.2,58.29,43.36,1.971,10.06,20.1,52.1
2024-05-22,Fort Worth,115,23.05,50.25,87.38,42.42,2.028,13.52,27.9,38.5
2024-02-27,Fort Worth,94,23.25,59.46,68.57,44.09,2.021,14.96,17.9,47.0
2024-01-28,Houston,143,33.32,74.88,68.88,47.62,2.136,18.01,14.6,57.7
2024-11-07,San Diego,89,21.17,47.58,52.67,34.75,1.656,17.56,5.2,64.4
2024-10-14,Chicago,115,26.53,62.85,59.51,46.22,2.012,16.48,-0.1,81.1
2023-08-04,San Jose,108,24.01,61.42,63.87,34.19,1.43,8.76,,83.7
2023-12-20,New York,123,26.33,61.75,61.11,47.51,2.339,20.18,20.8,57.2
2024-10-19,Phoenix,80,20.74,48.56,60.55,50.46,2.558,19.08,4.0,79.7
2023-04-29,New York,108,28.55,68.77,91.4,44.66,1.828,13.0,39.1,30.8
2023-06-21,San Diego,88,19.68,50.1,56.98,31.82,1.847,15.84,14.0,59.7
2024-02-13,San Diego,98,19.81,44.85,74.57,29.88,2.535,11.99,26.3,32.5
2023-11-05,San Diego,75,16.81,25.15,42.96,31.1,1.079,10.27,1.8,74.2
2024-06-29,Houston,130,29.97,71.29,70.72,53.9,1.952,23.64,12.6,51.9
2024-01-24,Austin,112,24.75,61.9,74.4,43.29,1.523,15.29,20.2,35.5
2024-12-23,San Antonio,131,29.79,62.6,63.58,47.58,2.033,10.76,15.5,57.3
2024-04-30,Phoenix,120,26.62,61.77,95.52,52.14,1.892,18.85,27.1,24.6
2023-05-29,Dallas,143,31.21,69.06,65.15,47.26,2.111,20.53,20.4,55.7
2024-03-21,New York,138,33.82,67.6,89.87,46.88,2.326,14.19,30.0,40.6
2023-05-18,Phoenix,146,36.38,72.59,84.24,46.91,2.336,21.71,25.5,44.4
2023-10-23,Charlotte,100,20.39,42.23,65.02,40.04,1.39,15.28,0.9,68.5
2024-04-04,San Antonio,127,25.83,54.95,84.82,40.11,1.994,18.27,32.5,25.2
2024-11-25,Philadelphia,106,27.49,58.01,46.12,48.99,2.07,17.79,2.8,91.3
2024-06-26,Austin,,24.92,57.97,59.05,40.44,1.869,19.45,23.2,52.2
2023-02-12,Los Angeles,152,34.34,80.57,77.8,,2.687,21.43,18.8,39.7
2024-06-28,Austin,84,22.59,50.8,57.3,43.6,1.737,10.1,15.3,
2023-12-29,Columbus,87,24.0,48.64,59.64,42.74,1.775,14.9,16.5,56.5
2024-03-18,San Jose,113,23.62,53.95,59.25,33.57,2.289,12.1,26.7,16.3
2024-10-29,Columbus,105,25.56,60.45,47.44,37.54,2.133,14.08,3.9,87.6
2023-10-07,Philadelphia,124,25.65,63.72,42.88,45.4,,16.18,-0.6,94.8
2023-10-04,Phoenix,88,22.94,50.08,70.09,48.72,2.567,17.41,2.9,81.9
2023-04-11,Phoenix,141,33.37,78.23,98.09,48.17,2.752,20.81,32.6,55.5
2024-11-01,San Jose,94,19.78,33.08,42.39,35.91,1.288,10.29,-0.2,79.8
2024-02-05,San Diego,91,20.28,47.66,59.49,38.26,,10.43,15.1,48.9
2024-11-22,Jacksonville,125,25.33,69.24,44.62,41.47,1.663,18.77,0.0,77.1
2023-09-05,Jacksonville,72,18.8,33.44,50.8,40.67,2.327,11.67,7.2,67.3
2024-11-19,San Jose,100,22.95,51.42,58.0,41.86,1.537,13.2,11.3,81.3
2023-07-19,Dallas,123,28.58,54.56,46.3,42.88,1.829,17.76,15.8,67.5
2023-12-12,Austin,98,24.88,49.53,62.65,37.78,1.446,10.48,14.6,66.1
2024-12-07,Chicago,79,22.89,46.78,56.64,51.3,2.488,10.24,2.4,75.9
2023-11-17,Dallas,93,22.69,47.9,51.79,47.5,2.124,18.16,-0.5,77.9
2023-01-11,Austin,90,20.47,40.02,54.89,46.06,1.989,10.8,17.3,39.5
2023-01-09,Columbus,94,21.14,43.79,55.82,41.01,2.135,20.15,12.7,42.3
2023-03-11,New York,125,28.8,59.02,86.06,45.64,2.333,13.99,36.5,47.6
2024-02-26,Los Angeles,,37.34,90.04,94.32,44.54,2.948,16.6,29.7,43.0
2024-06-21,Los Angeles,142,31.1,70.42,64.12,61.74,3.422,14.1,22.4,63.5
2024-12-02,San Diego,86,20.13,44.73,59.38,28.65,1.64,16.02,3.3,59.3
2023-12-26,Houston,162,34.31,71.77,77.52,53.38,2.109,15.5,2.9,67.3
2023-10-18,Phoenix,127,28.23,58.52,59.01,,2.676,27.25,-2.8,86.1
2023-07-17,New York,93,21.47,46.69,71.25,47.46,2.232,15.92,19.9,69.7
2023-01-25,San Jose,102,21.17,49.68,64.76,38.16,1.922,7.01,16.4,52.5
2023-04-05,New York,,34.11,68.7,83.37,36.7,2.279,14.15,27.1,46.1
2024-08-31,Austin,114,21.65,,48.05,37.12,1.841,12.66,-7.9,72.1
2023-08-11,San Jose,75,17.13,39.81,52.71,41.25,1.835,9.93,5.2,67.6
2024-10-15,Los Angeles,127,31.81,69.44,65.02,55.16,3.16,,-7.0,94.3
2024-12-26,Los Angeles,141,32.74,71.66,77.13,50.51,2.971,22.09,11.1,58.1
2023-03-30,Columbus,126,30.18,68.16,85.32,38.11,1.839,8.52,30.5,42.8
2024-09-11,Chicago,113,29.01,53.22,48.72,42.49,1.963,15.37,0.2,60.6
2024-01-20,Austin,86,20.18,49.84,56.0,40.2,1.374,20.52,14.8,60.6
2024-10-25,San Jose,111,24.28,51.53,,42.83,1.29,13.36,10.8,93.6
2023-07-09,Charlotte,88,20.79,41.78,57.59,44.95,2.114,20.12,8.0,85.9
2023-04-24,Jacksonville,102,22.71,58.35,56.93,32.23,2.158,18.14,18.4,45.0
2023-07-08,Phoenix,132,29.76,66.47,79.34,52.16,2.183,16.2,8.3,63.2
2023-10-29,San Diego,71,20.44,44.11,39.24,36.27,1.992,15.02,3.7,77.9
2024-11-07,Charlotte,78,14.37,35.96,63.71,41.6,1.641,17.54,6.5,71.4
2023-03-19,Austin,88,20.28,49.0,68.97,38.74,1.687,18.24,23.1,9.3
2024-04-09,Charlotte,124,29.52,63.67,96.6,32.86,1.701,8.22,34.7,26.9
2023-10-11,Fort Worth,117,25.44,39.17,66.62,47.71,2.272,22.03,-9.8,94.4
2024-08-13,Columbus,81,18.96,42.26,53.42,37.98,1.995,17.43,-4.1,86.4
2024-03-13,Jacksonville,125,26.0,63.45,91.01,32.19,1.79,15.82,35.1,29.0
2024-11-14,Fort Worth,87,19.85,47.4,66.5,48.71,2.245,10.63,-1.4,80.2
2023-11-28,Phoenix,126,31.02,71.13,50.72,49.56,2.325,15.96,1.2,
2023-06-15,Fort Worth,119,26.51,64.92,53.95,40.85,1.797,13.25,10.9,56.5
2023-03-17,Phoenix,146,35.32,75.95,71.38,43.21,2.394,13.05,17.3,26.7
2023-03-05,San Antonio,141,26.3,64.07,115.95,38.65,1.948,10.02,35.5,46.5
2024-02-02,Philadelphia,113,23.83,57.17,78.75,49.15,1.656,14.14,25.5,37.7
2023-03-03,Phoenix,134,30.08,78.92,80.43,45.49,2.35,15.77,24.8,26.8
2023-09-29,Chicago,95,27.38,55.89,50.58,41.21,1.816,12.94,1.6,86.1
2024-03-27,Los Angeles,132,36.41,82.98,105.26,47.97,2.418,19.82,29.6,23.5
2024-05-18,Charlotte,111,30.4,63.44,61.14,42.09,2.067,20.25,18.6,34.0
2023-07-25,San Jose,85,21.45,46.57,64.9,35.58,2.068,17.02,17.1,58.4
2024-02-07,Chicago,,36.01,81.79,76.76,53.22,2.543,17.37,22.9,42.4
2024-10-22,San Diego,108,25.19,50.42,54.36,38.39,2.095,13.25,-5.3,75.7
2023-04-22,Chicago,108,29.79,61.45,84.53,47.51,1.844,15.54,28.0,19.6
2024-07-07,Fort Worth,107,28.25,60.52,49.74,50.28,1.9,18.16,14.6,55.9
2024-03-17,Houston,130,30.47,73.0,87.25,49.72,2.516,23.42,34.7,28.1
2024-09-20,Austin,104,21.63,47.68,46.55,31.81,2.023,15.05,3.1,95.4
2023-04-19,Charlotte,114,27.3,66.98,79.37,39.1,1.757,11.25,27.3,34.1
2024-03-28,Jacksonville,119,20.23,51.9,93.41,35.28,2.594,10.35,33.4,13.9
2023-09-23,Los Angeles,114,26.02,51.57,52.58,56.67,2.975,22.97,3.9,71.6
2023-02-05,Los Angeles,151,34.14,73.34,79.57,50.41,2.97,14.18,29.8,44.2
2023-03-14,San Jose,122,27.64,56.62,82.52,40.13,2.051,12.39,30.4,27.0
2023-09-14,Fort Worth,95,21.58,49.49,57.67,55.15,1.321,16.67,1.4,97.0
2024-04-01,New York,142,32.65,76.7,97.28,44.59,2.357,18.57,42.1,51.7
2024-05-24,Chicago,140,31.87,64.78,72.28,45.53,1.498,15.68,18.6,43.0
2024-10-30,Austin,83,20.36,32.95,34.72,33.74,1.389,11.78,0.9,
2023-01-01,Charlotte,98,25.13,54.81,46.56,36.4,1.659,16.01,14.4,60.8
2023-02-08,Austin,119,29.48,61.09,62.0,25.95,1.978,13.88,18.8,55.3
2024-02-04,Phoenix,108,28.01,59.56,72.64,47.92,1.635,18.32,27.1,26.5
2023-06-05,Jacksonville,89,22.31,50.06,49.16,38.33,2.058,10.8,20.1,29.9
2023-12-04,Charlotte,100,21.35,53.48,45.21,43.21,1.899,13.2,10.8,
2024-02-05,San Jose,103,28.53,61.1,46.46,40.79,1.972,16.48,19.1,40.6
2023-01-04,Dallas,93,23.61,53.91,57.15,47.94,2.272,13.76,15.7,30.6
2024-12-25,Fort Worth,92,24.37,60.31,69.23,43.15,1.868,13.05,22.4,71.6
2024-05-17,San Diego,107,21.42,50.04,83.78,33.51,1.599,5.76,29.0,34.1
2024-03-22,San Antonio,118,22.46,48.5,88.91,47.27,1.702,13.23,40.0,11.7
2023-03-13,Dallas,156,37.63,83.01,94.17,50.03,2.484,16.28,25.6,32.0
2023-08-20,New York,113,22.98,,43.75,50.91,2.218,17.53,8.6,73.9
2024-01-29,Jacksonville,114,25.41,63.43,50.9,31.75,1.898,11.75,22.4,47.6
2024-05-08,Los Angeles,183,38.79,96.39,94.79,65.46,2.76,20.71,31.0,44.2
2024-08-03,Dallas,89,22.16,48.33,48.85,42.75,2.178,18.72,7.8,75.6
2024-01-03,Philadelphia,115,27.78,57.87,51.77,48.01,2.752,20.43,14.9,64.3
2024-11-29,Phoenix,131,31.04,67.07,67.8,43.93,3.071,18.75,11.2,74.6
2024-02-15,New York,130,24.53,64.01,98.07,45.92,2.983,14.89,31.7,39.5
2024-10-09,Austin,87,19.84,38.64,36.66,34.04,1.882,15.62,-6.4,87.5
2023-04-03,Philadelphia,120,26.92,63.48,82.05,45.56,2.292,21.28,21.5,34.0
2024-07-01,Columbus,93,22.59,53.33,45.54,31.41,1.842,17.48,11.7,56.3
2023-12-15,Los Angeles,94,23.11,47.31,63.49,52.59,2.761,20.51,7.1,72.9
2024-04-15,Fort Worth,122,27.58,57.7,75.26,43.55,1.903,14.21,23.3,40.4
2023-10-24,Austin,76,20.99,42.27,52.61,42.21,1.97,15.13,2.4,83.7
2023-07-27,Chicago,102,25.49,49.81,67.81,53.66,2.244,19.91,16.3,52.5
2024-07-21,New York,82,21.72,48.9,73.05,49.33,1.429,15.31,9.3,71.4
2024-01-29,Austin,109,19.1,35.2,88.56,44.01,1.557,8.04,30.5,37.0
2023-07-15,Phoenix,147,33.74,71.61,74.98,48.2,2.542,13.73,6.9,70.6
2024-12-13,San Antonio,83,17.57,39.2,55.62,38.63,1.805,16.12,17.8,65.6
2023-04-20,Austin,124,24.26,62.03,93.94,33.23,1.867,8.1,30.6,52.6
2024-12-06,Philadelphia,87,23.84,41.12,51.2,41.66,2.263,14.92,8.9,76.3
2024-05-13,Los Angeles,155,34.19,81.48,85.85,41.67,2.341,23.89,23.5,33.1
2024-10-09,San Diego,85,20.4,44.81,51.08,39.79,1.866,16.51,1.1,82.2
2023-07-14,Chicago,95,22.94,51.54,47.37,38.33,1.887,19.0,13.7,72.1
2023-02-06,Houston,164,34.35,74.18,69.75,49.79,2.807,16.42,23.2,52.2
2023-01-26,Jacksonville,81,22.82,52.5,66.76,37.81,1.759,15.54,20.4,61.7
2024-08-30,Houston,126,29.22,64.39,45.12,57.23,2.376,11.89,,92.3
